rs,name,lon,lat
511,Polis,32.426,35.033
172,Agia Marina (Chrysochous),32.534,35.111
296,Palaiosofos,33.208,35.326
172,Kofinou,33.391,34.827
206,Lythrodontas,33.294,34.95
206,Agia,33.566,35.109
172,Palaikythro,33.494,35.207
120,Kalyvakia,33.549,35.258
144,Klirou,33.178,35.019
172,Skylloura,33.165,35.231
144,Morfou,33.019,35.215
247,Akaki,33.13,35.134
120,Oikos,32.83,35
355,Kato Pyrgos,32.686,35.182
144,Vouno,33.389,35.272
172,Agia Trias,34.216,35.539
120,Myrtou,33.075,35.308
296,Livera,32.954,35.383
144,Kalograia,33.631,35.338
120,Avgorou,33.84,35.037
247,Agios Sergios,33.874,35.196
120,Agios Georgios,33.863,35.256
172,Kontea,33.716,35.105
144,Pigi,33.759,35.224
426,Akanthou,33.753,35.374
120,Agios Andronikos (Trikomou),33.874,35.339
206,Patriki,33.997,35.364
120,Davlos,33.905,35.423
1058,Platanissos,34.106,35.479
355,Rizokarpaso,34.379,35.598
206,Pyla,33.693,35.015
172,Kalavasos,33.296,34.771
120,Paramytha,32.995,34.76
120,Agios Tychon,33.141,34.727
296,Pissouri,32.702,34.671
172,Foini,32.836,34.892
426,Kyperounta,32.975,34.938
120,Polemi,32.507,34.886
206,Pegeia,32.381,34.884
120,Pentalia,32.621,34.856
120,Pano Panagia,32.629,34.921
613,Paralimni,34,35.032
735,Pafos,32.406,34.78
206,Xylofagou,33.835,34.976
120,Kolossi,32.925,34.655
100000,Lefkosia,33.346,35.149
1058,Lemesos,33.032,34.692
296,Larnaka,33.614,34.927
172,Kiti,33.582,34.852
