rmax,name,lon,lat
882,Suomussalmi,28.906,64.883
426,Ylikiiminki,26.143,65.03
247,Kannonkoski,25.265,62.977
206,Konginkangas,25.805,62.781
355,Karttula,26.968,62.896
247,Vesanto,26.412,62.93
735,Viitasaari,25.859,63.077
206,Keitele,26.342,63.18
511,Pielavesi,26.753,63.236
511,Pihtipudas,25.568,63.369
206,Vehmersalmi,28.026,62.762
296,Kurkimaki,27.501,62.779
172,Melalahti,28.163,62.914
247,Tuusniemi,28.495,62.807
355,Outokumpu,29.024,62.725
355,Polvijarvi,29.376,62.857
172,Kontiolahti,29.853,62.754
172,Eno,30.153,62.793
355,Uimaharju,30.261,62.914
426,Juuka,29.254,63.241
206,Valtimo,28.812,63.679
296,Rautavaara,28.295,63.496
296,Nilsia,28.085,63.204
120,Tahko,28.041,63.295
206,Juankoski,28.327,63.062
144,Kaavi,28.483,62.976
144,Alapitka,27.542,63.199
206,Maaninka,27.303,63.153
613,Ilomantsi,30.932,62.67
355,Lapinlahti,27.386,63.36
144,Varpaisjarvi,27.758,63.359
296,Sonkajarvi,27.525,63.669
247,Kiuruvesi,26.615,63.652
296,Vierema,27.005,63.745
296,Pyhajarvi,25.972,63.677
511,Haapajarvi,25.326,63.752
247,Karsamaki,25.763,63.98
296,Haapavesi,25.361,64.14
172,Piippola,25.962,64.177
247,Pulkkila,25.863,64.266
613,Pyhanta,26.338,64.102
120,Vuolijoki,27,64.182
355,Otanmaki,27.107,64.11
144,Kontiomaki,28.108,64.336
355,Paltamo,27.832,64.406
296,Ristijarvi,28.213,64.504
426,Hyrynsalmi,28.48,64.68
511,Puolanka,27.657,64.874
247,Kestila,26.276,64.351
613,Vaala,26.842,64.562
247,Utajarvi,26.418,64.76
120,Tyrnava,25.65,64.764
247,Rantsila,25.648,64.51
355,Siikajoki,25.107,64.66
120,Lumijoki,25.191,64.834
247,Liminka,25.434,64.809
172,Soderkulla,25.327,60.301
120,Pornainen,25.373,60.477
172,Pyhtaa,26.544,60.492
144,Koskenkyla,25.933,60.499
172,Askola,25.6,60.529
144,Liljendal,26.055,60.574
511,Virolahti,27.707,60.584
296,Karkola,25.273,60.869
144,Lapinjarvi,26.2,60.626
120,Pukkila,25.578,60.646
247,Myrskyla,25.85,60.671
120,Inkeroinen,26.835,60.702
172,Elimaki,26.45,60.72
247,Iitti,26.34,60.891
206,Vierumaki,25.93,61.105
247,Asikkala,25.539,61.174
296,Jaala,26.474,61.053
172,Miehikkala,27.696,60.668
426,Luumaki,27.562,60.922
120,Jurvala,27.764,60.954
247,Lemi,27.806,61.062
144,Saimaanharju,28.102,61.136
247,Savitaipale,27.687,61.199
120,Ruokolahti,28.819,61.292
426,Padasjoki,25.276,61.356
613,Mantyharju,26.879,61.417
206,Pertunmaa,26.482,61.508
613,Sysma,25.686,61.504
247,Hartola,26.021,61.58
120,Hirvensalmi,26.774,61.643
247,Leivonmaki,26.122,61.914
426,Kangasniemi,26.64,61.989
511,Joutsa,26.108,61.742
247,Korpilahti,25.558,62.016
296,Ristiina,27.248,61.511
511,Puumala,28.177,61.524
247,Anttola,27.647,61.584
144,Otava,27.076,61.647
