rs,name,lon,lat
426,Bryne,5.653,58.734
144,Naerboe,5.645,58.667
1058,Egersund,5.999,58.448
1058,Kristiansand,7.999,58.147
247,Vennesla,7.976,58.268
120,Soegne,7.817,58.096
355,Mandal,7.455,58.029
355,Flekkefjord,6.665,58.295
613,Arendal,8.775,58.466
247,Grimstad,8.594,58.344
172,Lillesand,8.376,58.251
206,Notodden,9.265,59.561
882,Krageroe,9.413,58.872
511,Porsgrunn/Skien,9.614,59.179
172,Larvik,10.053,59.051
206,Sandefjord,10.224,59.131
296,Toensberg,10.409,59.268
120,Horten,10.484,59.416
144,Holmestrand,10.315,59.489
296,Kongsberg,9.651,59.671
426,Hoenefoss,10.257,60.166
355,Drammen,10.222,59.743
296,Aamot/Geithus,9.966,59.935
613,Lillehammer,10.459,61.12
206,Gjoevik,10.692,60.794
144,Raufoss,10.614,60.727
1826,Hamar,11.079,60.795
355,Elverum,11.562,60.886
172,Brumunddal,10.943,60.884
426,Kongsvinger,11.996,60.186
100000,Oslo,10.723,59.916
296,Raaholt,11.176,60.284
144,Kloefta,11.136,60.074
511,Jessheim,11.173,60.146
144,Fetsund,11.161,59.928
120,Nesoddtangen,10.664,59.859
144,Droebak,10.636,59.651
355,Ski,10.837,59.717
355,Moss,10.658,59.434
296,Askim,11.166,59.584
120,Mysen,11.326,59.553
1269,Fredrikstad/Sarpsborg,11.106,59.28
355,Halden,11.386,59.122
120,Tranby,10.265,59.812
355,Sand,6.254,59.487
247,Hauge,6.288,58.344
426,Skjold,19.295,69.027
426,Leknes,13.629,68.146
206,Straumen,15.599,67.35
247,Straumen,11.298,63.871
247,Sand,11.538,60.393
426,Fagernes,9.237,60.988
172,Farsund,6.787,58.092
172,Skjold,5.577,59.503
296,Haga,5.769,60.386
296,Dale,5.82,60.585
355,Dale,5.396,61.36
247,Sande,5.795,61.323
206,Husoey,17.661,69.544
296,Boe,14.466,68.616
296,Husoey,12.096,66.503
2191,Foerde,5.848,61.456
426,Haegeland,7.742,58.384
206,Skjaerhalden,11.036,59.025
206,Moi,6.55,58.458
144,Liknes,6.963,58.315
247,Lyngdal,7.068,58.137
120,Vigeland,7.302,58.083
247,Mehamn,27.851,71.035
172,Kiberg,31.002,70.286
206,Breivikbotn,22.294,70.59
511,Deanusaldi,28.191,70.199
613,Kirkenes,30.042,69.728
882,Lakselv,24.947,70.053
511,Brekstad,9.665,63.689
426,Fillan,8.974,63.605
172,Selbekken,9.819,63.506
172,Meldal,9.711,63.047
1058,Oppdal,9.693,62.595
247,Sistranda,8.828,63.728
144,Skjeberg,11.196,59.208
144,Tomter,11.004,59.66
172,Kirkebygden,10.874,59.49
144,Svinndal,11.013,59.423
144,Degernes,11.424,59.356
120,Forsand,6.1,58.9
172,Lervik,10.745,59.275
172,Slevik,10.818,59.193
296,Rakkestad,11.342,59.427
120,Heggenes,9.069,61.143
120,Gran/Ringstad,10.572,60.36
120,Helgeroa/Nevlunghamn,9.866,58.991
735,Sogndalsfjoera,7.095,61.231
511,Lyngseidet,20.217,69.572
355,Skibotn,20.274,69.392
247,Gibostad,18.075,69.356
144,Borkenes,16.171,68.773
144,Andselv,18.522,69.07
426,Myre,15.086,68.916
735,Setermoen,18.351,68.861
144,Straume,14.48,68.688
247,Bjerkvik,17.557,68.552
144,Bogen,17.008,68.524
144,Melbu,14.807,68.505
206,Ramsund,16.523,68.493
120,Beisfjord,17.6,68.371
247,Ballangen,16.828,68.341
144,Ballstad,13.545,68.075
355,Rognan,15.395,67.102
355,Inndyr,14.033,67.035
355,Lovund,12.36,66.368
206,Hemnesberget,13.624,66.226
355,Nesna,13.025,66.195
144,Bjerka,13.837,66.146
355,Korgen,13.811,66.076
426,Gladstad,11.959,65.678
296,Hattfjelldal,13.999,65.597
355,Trofors,13.405,65.534
206,Berg,12.201,65.368
120,Vik,12.168,65.312
247,Eikefjord,5.464,61.589
296,Flateby,11.143,59.835
120,Lommedalen,10.471,59.964
206,Jondal,6.255,60.279
120,Torvika,5.788,61.921
120,Leikanger,5.318,62.118
172,Mosvik,11.003,63.816
144,Hunn,11.771,64.462
120,Teigebyen,11.023,60.223
120,Opakermoen,11.515,60.176
172,Ytre Enebakk,11.04,59.73
296,Moelv,10.702,60.932
206,Torget,11.063,60.437
144,Roverud,12.057,60.251
172,Stange,11.19,60.717
355,Tangen,11.267,60.616
613,Flisa,12.012,60.613
172,Skarnes,11.679,60.249
206,Skotterud,12.125,59.984
172,Os,11.231,62.497
172,Tolga,11,62.409
613,Tynset,10.777,62.272
172,Kolvereid,11.603,64.864
511,Hansnes,19.613,69.962
426,Storsteinnes,19.218,69.237
296,Gryllefjord,17.05,69.361
296,Tennevoll,17.807,68.748
206,Grov,17.125,68.674
247,Ibestad,17.171,68.78
511,Storslett,21.025,69.767
1058,Andenes,16.12,69.319
296,Stokmarknes,14.91,68.566
355,Sulitjelma,16.063,67.139
511,Sauda,6.356,59.652
