rmax,name,lon,lat
100000,Sofia,23.32,42.687
1522,Plovdiv,24.755,42.142
4540,Varna,27.898,43.224
2191,Ruse,25.968,43.842
1522,Burgas,27.464,42.511
882,Stara Zagora,25.621,42.424
1269,Pleven,24.618,43.413
735,Dobrich,27.833,43.568
735,Sliven,26.332,42.677
355,Yambol,26.511,42.483
882,Shumen,26.932,43.273
735,Haskovo,25.551,41.935
296,Pazardzhik,24.331,42.191
613,Veliko Tarnovo,25.619,43.079
1058,Blagoevgrad,23.098,42.008
882,Vratsa,23.552,43.208
247,Asenovgrad,24.876,42.013
355,Kazanlak,25.398,42.623
120,Meden Rudnik,27.414,42.455
2629,Vidin,22.875,43.992
613,Kardzhali,25.37,41.636
511,Gabrovo,25.315,42.878
296,Montana,23.222,43.408
426,Kyustendil,22.688,42.282
247,Pernik,23.038,42.604
1269,Silistra,27.269,44.114
426,Razgrad,26.526,43.524
511,Lovech,24.714,43.144
206,Targovishte,26.566,43.246
296,Dupnitsa,23.119,42.262
613,Svishtov,25.353,43.614
120,Gorna Oryahovitsa,25.697,43.131
2629,Petrich,23.208,41.398
613,Samokov,23.559,42.336
355,Sandanski,23.28,41.56
247,Dimitrovgrad,25.594,42.059
511,Smolyan,24.71,41.576
247,Nova Zagora,26.007,42.492
247,Sevlievo,25.101,43.027
296,Aytos,27.25,42.702
735,Karlovo,24.806,42.639
206,Harmanli,25.91,41.922
511,Gotse Delchev,23.73,41.57
426,Lom,23.235,43.821
355,Peshtera,24.308,42.035
247,Velingrad,23.99,42.029
511,Troyan,24.71,42.888
144,Radomir,22.969,42.536
172,Pomorie,27.629,42.564
206,Karnobat,26.981,42.648
426,Panagyurishte,24.187,42.506
735,Kozloduy,23.718,43.781
247,Kostinbrod,23.205,42.819
511,Chirpan,25.335,42.2
247,Razlog,23.465,41.887
511,Botevgrad,23.794,42.906
247,Novi pazar,27.196,43.345
206,Radnevo,25.935,42.292
511,Knezha,24.08,43.498
296,Balchik,28.167,43.419
355,Cherven bryag,24.085,43.276
613,Svilengrad,26.208,41.771
247,Parvomay,25.235,42.101
120,Lukovit,24.164,43.209
426,Sredets,27.181,42.347
613,Dulovo,27.13,43.813
296,Berkovitsa,23.129,43.237
296,Ihtiman,23.813,42.439
247,Kostenets,23.864,42.315
144,Kavarna,28.34,43.433
247,Pavlikeni,25.308,43.239
426,Galabovo,25.864,42.137
144,Etropole,23.993,42.833
206,Momchilgrad,25.41,41.528
296,Isperih,26.832,43.715
206,Belene,25.126,43.646
613,Svoge,23.34,42.959
296,Pirdop,24.179,42.703
144,Septemvri,24.128,42.211
172,Veliki Preslav,26.814,43.161
511,Kubrat,26.5,43.798
355,Provadia,27.441,43.177
426,Tutrakan,26.613,44.048
206,Levski,25.145,43.36
247,Dryanovo,25.473,42.979
355,Zlatograd,25.093,41.383
355,General Toshevo,28.032,43.702
296,Elin Pelin,23.6,42.669
296,Hisarya,24.711,42.507
120,Stamboliyski,24.535,42.135
296,Dolni chiflik,27.715,42.993
172,Mezdra,23.718,43.147
613,Elhovo,26.571,42.17
144,Simeonovgrad,25.838,42.028
120,Krichim,24.47,42.044
120,Slivnitsa,23.038,42.85
613,Popovo,26.226,43.348
296,Rakovski,24.963,42.285
247,Tervel,27.406,43.75
172,Lozen,23.486,42.602
144,Beloslav,27.706,43.189
144,Tryavna,25.492,42.871
120,Varshets,23.285,43.192
120,Bozhurishte,23.202,42.76
511,Tsarevo,27.846,42.169
355,Teteven,24.261,42.916
426,Kotel,26.443,42.89
247,Simitli,23.118,41.889
355,Devin,24.398,41.743
296,Straldzha,26.69,42.602
120,Devnya,27.569,43.219
426,Omurtag,26.417,43.11
247,Topolovgrad,26.337,42.085
426,Nesebar,27.727,42.661
296,Byala,25.737,43.459
296,Chepelare,24.681,41.724
