rs,name,lon,lat
120,Ljungbyhed,13.235,56.075
355,Osby,14.001,56.385
206,Perstorp,13.399,56.136
172,Soesdala,13.677,56.039
172,Tomelilla,13.944,55.544
144,Torekov,12.63,56.426
206,Astorp,12.949,56.135
426,Aengelholm,12.877,56.253
247,Bua,12.12,57.238
426,Falkenberg,12.496,56.903
144,Getinge,12.733,56.816
1058,Halmstad,12.899,56.675
355,Hyltebruk,13.241,57.005
144,Landeryd,13.27,57.079
247,Oskarstroem,12.976,56.797
144,Simlangsdalen,13.129,56.721
120,Torup,13.074,56.954
296,Ullared,12.716,57.133
426,Varberg,12.27,57.112
172,Knaered,13.323,56.519
120,Ekeby,12.975,55.999
426,Norrkoeping,16.179,58.591
247,Ringarum,16.444,58.335
296,Tjaellmo,15.354,58.716
144,Bottnaryd,13.826,57.771
144,Eksjoe,14.971,57.668
144,Hanger,13.972,57.076
1058,Joenkoeping,14.16,57.755
426,Hallstavik,18.599,60.054
172,Herraeng,18.647,60.13
144,Hoeloe,17.539,59.025
247,Karby,18.221,59.561
206,Kungsberga,17.636,59.406
206,Karsta,18.268,59.655
120,Nykvarn,17.427,59.177
120,Johansfors,15.536,56.695
144,Kastloesa,16.424,56.443
206,Kristdala,16.206,57.4
172,Loftahammar,16.687,57.902
120,Maleras,15.567,56.908
144,Malilla,15.788,57.384
426,Moensteras,16.441,57.042
120,Moerlunda,15.866,57.32
355,Nybro,15.906,56.745
172,Orrefors,15.746,56.839
1058,Oskarshamn,16.432,57.257
144,Paryd,15.924,56.566
172,Paskallavik,16.454,57.166
120,Ruda,16.115,57.11
355,Karlshamn,14.856,56.174
613,Karlskrona,15.624,56.198
120,Norje,14.67,56.127
144,Sturkoe,15.674,56.115
120,Svaengsta,14.77,56.265
172,Soelvesborg,14.576,56.048
120,Torhamn,15.848,56.096
206,Tving,15.468,56.307
120,Arkelstorp,14.289,56.172
120,Jaerlasa,17.204,59.885
120,Knutby,18.269,59.911
144,Lillkyrka,17.249,59.559
144,Mehedeby,17.403,60.447
172,Skutskaer,17.397,60.64
144,Soederfors,17.234,60.387
172,Vaesterhaninge,18.063,59.114
613,Tierp,17.52,60.345
296,Lammhult,14.582,57.17
144,Stroemsnaesbruk,13.735,56.551
247,Vislanda,14.454,56.786
247,Vaeckelsang,14.918,56.643
1522,Vaexjoe,14.798,56.894
120,Aby,14.777,57.024
735,Aelmhult,14.137,56.55
296,Borgholm,16.662,56.876
296,Degerhamn,16.417,56.354
247,Emmaboda,15.553,56.633
206,Fagerhult,15.664,57.146
172,Figeholm,16.549,57.374
120,Fliseryd,16.254,57.125
247,Gamleby,16.401,57.893
120,Gullringen,15.719,57.8
172,Hagby,16.182,56.559
120,Halltorp,16.101,56.499
247,Hjorted,16.309,57.623
355,Hultsfred,15.838,57.49
511,Vaernamo,14.041,57.185
511,Aseda,15.353,57.167
206,Raella,16.57,56.772
144,Soedra Vi,15.793,57.742
120,Trekanten,16.116,56.7
120,Tvaerskog,16.046,56.621
1058,Uppsala,17.634,59.851
144,Aelvkarleby,17.454,60.57
120,Oesterbybruk,17.894,60.198
613,Oesthammar,18.361,60.26
206,Alberga,16.116,59.281
120,Ramstalund,17.444,59.799
172,Bie,16.211,59.089
511,Eskilstuna,16.503,59.371
120,Hallsta,16.459,59.295
120,Hoegsjoe,15.669,59.026
613,Katrineholm,16.205,58.992
355,Malmkoeping,16.724,59.135
206,Mariefred,17.23,59.266
120,Merlaenna,16.982,59.28
426,Nykoeping,17.023,58.757
120,Sparreholm,16.822,59.074
120,Stigtomta,16.783,58.802
172,Strangsjoe,16.193,58.904
296,Trosa,17.546,58.899
144,Tystberga,17.236,58.851
144,Aerla,16.679,59.287
296,Boxholm,15.045,58.192
172,Brokind,15.679,58.217
172,Hestra,15.074,57.955
172,Horn,15.843,57.9
172,Oxeloesund,17.087,58.676
247,Vrena,16.703,58.861
426,Kisa,15.635,57.984
1826,Linkoeping,15.621,58.404
144,Ljusfallshammar,15.503,58.786
296,Mjoelby,15.13,58.333
426,Motala,15.041,58.547
172,Rimforsa,15.682,58.137
144,Simonstorp,16.156,58.786
120,Sjoegestad,15.372,58.366
120,Skaerblacka,15.921,58.584
247,Soederkoeping,16.325,58.473
296,Valdemarsvik,16.596,58.21
426,Atvidaberg,15.998,58.198
296,Oesterbymo,15.273,57.827
172,Oestra Husby,16.562,58.576
144,Oestra Ryd,16.165,58.405
296,Aneby,14.808,57.835
206,Bankeryd,14.125,57.858
120,Bjoerkoeby,14.905,57.518
206,Bodafors,14.705,57.505
120,Bredaryd,13.732,57.173
144,Forserum,14.471,57.7
296,Gislaved,13.565,57.302
120,Gnosjoe,13.743,57.354
247,Hestra,13.593,57.447
144,Nykyrka,14.973,58.624
206,Oedeshoeg,14.651,58.229
144,Skaerstad,14.363,57.886
206,Kyrksten,14.393,59.437
120,Edsbro,18.489,59.896
144,Ekeby,17.522,59.254
247,Rimbo,18.36,59.744
120,Ranaes,18.304,59.804
206,Skeppsdalsstroem,18.504,59.299
144,Svanberga,18.662,59.839
144,Kungsaengen,17.74,59.482
735,Nynaeshamn,17.944,58.905
120,Soederby-Karl,18.702,59.892
206,Vaxholm,18.334,59.404
144,Aelmsta,18.812,59.971
172,Almunge,18.048,59.878
355,Alunda,18.085,60.066
120,Vaenge,17.436,59.858
144,Balsta,17.521,59.578
172,Fjaerdhundra,16.922,59.774
206,Gimo,18.184,60.173
247,Haessleholm,13.774,56.16
296,Kivik,14.221,55.687
144,Klippan,13.144,56.136
144,Knislinge,14.087,56.195
426,Burgsvik,18.277,57.033
355,Faroesund,19.05,57.859
172,Havdhem,18.327,57.162
