rmax,name,lon,lat
345,Romorantin-Lanthenay,1.747,47.359
288,Montval-sur-Loir,0.419,47.695
595,Cosne-Cours-sur-Loire,2.925,47.41
414,Saint-Amand-Montrond,2.507,46.721
240,Aubigny-sur-Nere,2.441,47.489
414,Royan,-1.042,45.623
345,Cambrai,3.235,50.176
496,Bagnols-sur-Ceze,4.62,44.162
414,Nimes,4.36,43.837
240,Saumane,3.763,44.118
1773,Ales,4.077,44.125
240,Trelans,3.093,44.5
496,Mende,3.502,44.518
414,Saint-Chely-d'Apcher,3.275,44.802
240,Langogne,3.855,44.727
1478,Brive-la-Gaillarde,1.534,45.16
240,Egletons,2.046,45.406
714,Ussel,2.312,45.546
414,Marmande,0.167,44.499
288,Damazan,0.276,44.29
288,Nerac,0.339,44.136
414,Villeneuve-sur-Lot,0.706,44.41
240,Coulx,0.471,44.467
240,Ustou,1.264,42.799
856,Val-de-Sos,1.499,42.768
240,Orlu,1.889,42.702
595,Pamiers,1.608,43.115
595,Carcassonne,2.353,43.212
496,Port-la-Nouvelle,3.042,43.02
240,Leucate,3.027,42.909
345,Albas,2.734,43.007
288,Narbonne,3.004,43.184
345,Paimpol,-3.048,48.78
595,Lannion,-3.458,48.732
345,Pabu,-3.136,48.587
288,Allineuc,-2.872,48.311
345,Ereac,-2.346,48.275
345,Dinan,-2.046,48.454
414,Niort,-0.464,46.324
414,Bressuire,-0.492,46.842
288,Marigny,-0.416,46.198
496,Laragne-Monteglin,5.822,44.315
288,Rosans,5.47,44.392
1232,Gap,6.08,44.559
496,Embrun,6.496,44.564
714,Briancon,6.644,44.898
240,Nevache,6.605,45.019
240,Abries-Ristolas,6.928,44.794
414,Annonay,4.668,45.24
288,Le Cheylard,4.423,44.906
240,Le Roux,4.147,44.723
288,Aubenas,4.39,44.621
345,Luc-en-Diois,5.453,44.614
714,Montelimar,4.75,44.557
240,Establet,5.438,44.506
496,Dole,5.489,47.091
345,Lons-le-Saunier,5.559,46.672
240,Les Rousses,6.061,46.485
345,Villefontaine,5.157,45.61
240,Tarare,4.434,45.895
345,Beaujeu,4.587,46.154
414,Bourg-en-Bresse,5.225,46.205
288,Valserhone,5.826,46.108
240,Routot,0.732,49.379
414,Bernay,0.598,49.089
856,Evreux,1.152,49.027
288,Blaru,1.478,49.049
288,Trappes,1.999,48.776
288,La Ferte-sous-Jouarre,3.13,48.95
496,Coulommiers,3.084,48.812
240,Lesigny,2.616,48.744
240,Larchant,2.598,48.284
414,Etampes,2.161,48.435
240,Angerville,1.998,48.311
240,Valdahon,6.346,47.147
1027,Besancon,6.024,47.238
595,Maiche,6.802,47.252
345,Valentigney,6.837,47.461
714,Pontarlier,6.354,46.904
496,Saint-Jean-de-Maurienne,6.345,45.276
595,Bourg-Saint-Maurice,6.77,45.619
288,Parthenay,-0.25,46.649
496,Gien,2.625,47.698
414,Fourmies,4.047,50.018
288,Veaugues,2.758,47.256
345,Vierzon,2.07,47.221
1478,Bourges,2.399,47.081
240,Vornay,2.584,46.975
240,Jars,2.684,47.397
288,Neville,0.715,49.826
288,Lamotte-Beuvron,2.025,47.602
595,Blois,1.337,47.589
496,Vendome,1.067,47.794
345,Binas,1.462,47.904
595,Larrau,-0.955,43.019
288,Boisset,2.254,44.783
345,Longwy,5.769,49.514
414,Orthez,-0.773,43.488
288,Viven,-0.37,43.464
856,Alencon,0.082,48.43
288,Tourouvre au Perche,0.651,48.591
414,Argentan,-0.015,48.744
595,Vire Normandie,-0.887,48.838
240,Beny-sur-Mer,-0.434,49.291
345,Falaise,-0.201,48.894
345,Avranches,-1.361,48.687
288,Granville,-1.596,48.838
496,Saint-Lo,-1.089,49.116
414,Carentan-les-Marais,-1.245,49.303
288,Le Mesnil,-1.692,49.369
1027,Cherbourg-en-Cotentin,-1.623,49.642
714,Laval,-0.773,48.071
414,Bitche,7.427,49.05
595,Cholet,-0.878,47.059
496,Saumur,-0.075,47.26
414,Segre-en-Anjou Bleu,-0.873,47.686
496,Lucon,-1.169,46.455
345,Fontenay-le-Comte,-0.805,46.466
288,Antigny,-0.769,46.621
