rs,name,lon,lat
288,Monte,-8.703,41.38
288,Montalegre,-7.786,41.828
345,Fontes,-7.659,41.479
288,Vimioso,-6.523,41.588
345,Moimenta,-6.975,41.951
345,Castanheira de Pera,-8.209,40.004
240,Picao,-7.947,40.947
345,Vila Mea,-8.229,40.417
345,Sabugal,-7.079,40.352
345,Termas de Monfortinho,-6.882,39.995
240,Rosmaninhal,-7.087,39.726
345,Penamacor,-7.176,40.16
288,Vila Velha de Rodao,-7.671,39.657
240,Fatela,-7.431,40.157
288,Caixas,-9.146,38.47
414,Alvalade,-8.391,37.937
240,Porto Covo,-8.787,37.854
288,Arronches,-7.281,39.123
414,Fronteira,-7.644,39.051
240,Barrancos,-6.978,38.133
288,Mertola,-7.661,37.642
414,Alcoutim,-7.473,37.471
345,Cachopo,-7.815,37.332
414,Corvo,-31.107,39.675
7615,Santa Cruz das Flores,-31.129,39.457
1027,Santa Cruz da Graciosa,-28.002,39.084
288,Calheta,-28.017,38.608
288,Santo Antao,-27.803,38.548
496,Velas,-28.21,38.681
288,Sao Mateus,-28.451,38.431
1773,Vila do Porto,-25.14,36.955
240,Santo Antonio,-25.702,37.857
595,Porto Moniz,-17.169,32.866
595,Campo de Cima,-16.356,33.063
1773,Valenca,-8.634,42.024
595,Braga,-8.411,41.525
496,Fao,-8.772,41.509
240,Lamego,-7.809,41.097
414,Vila Nova de Foz Coa,-7.144,41.078
856,Vila Real,-7.731,41.299
856,Braganca,-6.767,41.8
714,Chaves,-7.47,41.747
345,Miranda do Douro,-6.277,41.488
414,Mirandela,-7.179,41.485
714,Mogadouro,-6.705,41.342
2127,Coimbra,-8.445,40.192
714,Leiria,-8.808,39.742
414,Vilar Formoso,-6.837,40.608
1027,Guarda,-7.249,40.529
414,Pinhel,-7.069,40.771
1027,Castelo Branco,-7.489,39.823
414,Covilha,-7.496,40.278
496,Caldas da Rainha,-9.144,39.413
288,Mafra,-9.343,38.93
288,Nazare,-9.068,39.601
240,Peniche,-9.381,39.361
345,Torres Vedras,-9.255,39.09
595,Setubal,-8.887,38.531
345,Entroncamento,-8.477,39.464
414,Samora Correia,-8.862,38.929
714,Santarem,-8.7,39.244
240,Vila Nova de Milfontes,-8.78,37.729
414,Sao Teotonio,-8.709,37.512
1027,Sines,-8.857,37.958
288,Castelo de Vide,-7.45,39.412
856,Elvas,-7.166,38.875
288,Nisa,-7.646,39.513
345,Ponte de Sor,-8.013,39.259
856,Portalegre,-7.43,39.283
345,Estremoz,-7.584,38.846
1232,Evora,-7.91,38.569
414,Reguengos de Monsaraz,-7.536,38.426
414,Vendas Novas,-8.46,38.676
414,Almodovar,-8.06,37.515
1232,Beja,-7.859,38.017
595,Castro Verde,-8.087,37.7
240,Amareleja,-7.227,38.209
496,Moura,-7.448,38.139
240,Vila Nova de Sao Bento,-7.409,37.928
240,Loule,-8.023,37.137
345,Monchique,-8.554,37.31
714,Vila Real de Santo Antonio,-7.421,37.193
345,Tavarede,-8.849,40.165
3062,Angra do Heroismo,-27.217,38.644
240,Ponta Garca,-25.368,37.729
100000,Lisboa,-9.229,38.756
4408,Porto,-8.596,41.169
240,Almada,-9.174,38.644
9138,Funchal,-16.937,32.658
3674,Faro,-7.939,37.025
1027,Aveiro,-8.633,40.638
496,Portimão,-8.547,37.142
9138,Ponta Delgada,-25.652,37.75
496,São João da Madeira,-8.497,40.896
345,Viseu,-7.903,40.658
288,Lourinhã,-9.299,39.227
345,Seia,-7.718,40.414
1478,Horta,-28.636,38.538
345,Alcácer do Sal,-8.51,38.377
